Country Name,Country Code,Series Name,Series Code,2010 [YR2010]
Zimbabwe,ZWE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Zimbabwe,ZWE,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Africa Eastern and Southern,AFE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.157236643
Africa Eastern and Southern,AFE,"Population ages 15-64, total",SP.POP.1564.TO,281449242
Africa Eastern and Southern,AFE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.212969565
Africa Eastern and Southern,AFE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Africa Eastern and Southern,AFE,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Africa Western and Central,AFW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.969282599
Africa Western and Central,AFW,"Population ages 15-64, total",SP.POP.1564.TO,188197656
Africa Western and Central,AFW,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.273307309
Africa Western and Central,AFW,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Africa Western and Central,AFW,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Arab World,ARB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.713732711
Arab World,ARB,"Population ages 15-64, total",SP.POP.1564.TO,227277696
Arab World,ARB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.158448977
Arab World,ARB,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Arab World,ARB,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Caribbean small states,CSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.265309732
Caribbean small states,CSS,"Population ages 15-64, total",SP.POP.1564.TO,4726191
Caribbean small states,CSS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.105100659
Caribbean small states,CSS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Caribbean small states,CSS,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,57.16381689
Central Europe and the Baltics,CEB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.435451328
Central Europe and the Baltics,CEB,"Population ages 15-64, total",SP.POP.1564.TO,72822461
Central Europe and the Baltics,CEB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.349806683
Central Europe and the Baltics,CEB,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Central Europe and the Baltics,CEB,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,49.83871026
Early-demographic dividend,EAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.489828506
Early-demographic dividend,EAR,"Population ages 15-64, total",SP.POP.1564.TO,1860635570
Early-demographic dividend,EAR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.146125373
Early-demographic dividend,EAR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Early-demographic dividend,EAR,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,53.50758563
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.609855085
East Asia & Pacific,EAS,"Population ages 15-64, total",SP.POP.1564.TO,1557195771
East Asia & Pacific,EAS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.102403467
East Asia & Pacific,EAS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
East Asia & Pacific,EAS,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,67.10265021
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.921141481
East Asia & Pacific (excluding high income),EAP,"Population ages 15-64, total",SP.POP.1564.TO,1395073174
East Asia & Pacific (excluding high income),EAP,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.098404609
East Asia & Pacific (excluding high income),EAP,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
East Asia & Pacific (excluding high income),EAP,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,68.22732582
East Asia & Pacific (IDA & IBRD countries),TEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.921069712
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 15-64, total",SP.POP.1564.TO,1378109756
East Asia & Pacific (IDA & IBRD countries),TEA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.098419656
East Asia & Pacific (IDA & IBRD countries),TEA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,68.22732582
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.180209689
Euro area,EMU,"Population ages 15-64, total",SP.POP.1564.TO,225518822
Euro area,EMU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.193632043
Euro area,EMU,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Euro area,EMU,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,51.00294775
Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.658915979
Europe & Central Asia,ECS,"Population ages 15-64, total",SP.POP.1564.TO,604015747
Europe & Central Asia,ECS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.378336694
Europe & Central Asia,ECS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Europe & Central Asia,ECS,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,54.27870553
Europe & Central Asia (excluding high income),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.641225114
Europe & Central Asia (excluding high income),ECA,"Population ages 15-64, total",SP.POP.1564.TO,263212196
Europe & Central Asia (excluding high income),ECA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.610810347
Europe & Central Asia (excluding high income),ECA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Europe & Central Asia (excluding high income),ECA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,57.16669797
Europe & Central Asia (IDA & IBRD countries),TEC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.632288456
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 15-64, total",SP.POP.1564.TO,307104366
Europe & Central Asia (IDA & IBRD countries),TEC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.571372573
Europe & Central Asia (IDA & IBRD countries),TEC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,56.0592161
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.224594889
European Union,EUU,"Population ages 15-64, total",SP.POP.1564.TO,295512777
European Union,EUU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.2288875
European Union,EUU,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
European Union,EUU,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,51.17124663
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.918043558
Fragile and conflict affected situations,FCS,"Population ages 15-64, total",SP.POP.1564.TO,430950213
Fragile and conflict affected situations,FCS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.258810692
Fragile and conflict affected situations,FCS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Fragile and conflict affected situations,FCS,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Heavily indebted poor countries (HIPC),HPC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.936961506
Heavily indebted poor countries (HIPC),HPC,"Population ages 15-64, total",SP.POP.1564.TO,331176443
Heavily indebted poor countries (HIPC),HPC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.25161996
Heavily indebted poor countries (HIPC),HPC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Heavily indebted poor countries (HIPC),HPC,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
High income,HIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.013846189
High income,HIC,"Population ages 15-64, total",SP.POP.1564.TO,794269279
High income,HIC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.289199634
High income,HIC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
High income,HIC,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,55.61642726
IBRD only,IBD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.808003677
IBRD only,IBD,"Population ages 15-64, total",SP.POP.1564.TO,3001318473
IBRD only,IBD,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.175351567
IBRD only,IBD,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
IBRD only,IBD,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,60.07965709
IDA & IBRD total,IBT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.670289365
IDA & IBRD total,IBT,"Population ages 15-64, total",SP.POP.1564.TO,3789308029
IDA & IBRD total,IBT,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.179463431
IDA & IBRD total,IBT,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
IDA & IBRD total,IBT,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,59.84015452
IDA blend,IDB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.954037977
IDA blend,IDB,"Population ages 15-64, total",SP.POP.1564.TO,263530455
IDA blend,IDB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.182278208
IDA blend,IDB,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
IDA blend,IDB,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
IDA only,IDX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.320459822
IDA only,IDX,"Population ages 15-64, total",SP.POP.1564.TO,524459101
IDA only,IDX,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.197633724
IDA only,IDX,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
IDA only,IDX,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
IDA total,IDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.147613023
IDA total,IDA,"Population ages 15-64, total",SP.POP.1564.TO,787989556
IDA total,IDA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.192448824
IDA total,IDA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
IDA total,IDA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Late-demographic dividend,LTE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.013851656
Late-demographic dividend,LTE,"Population ages 15-64, total",SP.POP.1564.TO,1563015341
Late-demographic dividend,LTE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.184120399
Late-demographic dividend,LTE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Late-demographic dividend,LTE,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,66.64440227
Latin America & Caribbean,LCN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.377219153
Latin America & Caribbean,LCN,"Population ages 15-64, total",SP.POP.1564.TO,385524311
Latin America & Caribbean,LCN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.247918436
Latin America & Caribbean,LCN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Latin America & Caribbean,LCN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Latin America & Caribbean (excluding high income),LAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.659093614
Latin America & Caribbean (excluding high income),LAC,"Population ages 15-64, total",SP.POP.1564.TO,346083847
Latin America & Caribbean (excluding high income),LAC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.262650791
Latin America & Caribbean (excluding high income),LAC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Latin America & Caribbean (excluding high income),LAC,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.677000823
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 15-64, total",SP.POP.1564.TO,374410710
Latin America & the Caribbean (IDA & IBRD countries),TLA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.248799096
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Least developed countries: UN classification,LDC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.116554475
Least developed countries: UN classification,LDC,"Population ages 15-64, total",SP.POP.1564.TO,464339849
Least developed countries: UN classification,LDC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.203556353
Least developed countries: UN classification,LDC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Least developed countries: UN classification,LDC,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Low & middle income,LMY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.896903188
Low & middle income,LMY,"Population ages 15-64, total",SP.POP.1564.TO,3736062853
Low & middle income,LMY,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.178071783
Low & middle income,LMY,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Low & middle income,LMY,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,59.97684647
Low income,LIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.689216691
Low income,LIC,"Population ages 15-64, total",SP.POP.1564.TO,269928886
Low income,LIC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.239962456
Low income,LIC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Low income,LIC,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Lower middle income,LMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.597676317
Lower middle income,LMC,"Population ages 15-64, total",SP.POP.1564.TO,1667209188
Lower middle income,LMC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.148770038
Lower middle income,LMC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Lower middle income,LMC,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,54.42262857
Middle East & North Africa,MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.999131725
Middle East & North Africa,MEA,"Population ages 15-64, total",SP.POP.1564.TO,260300046
Middle East & North Africa,MEA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.130511278
Middle East & North Africa,MEA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Middle East & North Africa,MEA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,41.16372626
Middle East & North Africa (excluding high income),MNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.240260386
Middle East & North Africa (excluding high income),MNA,"Population ages 15-64, total",SP.POP.1564.TO,221214971
Middle East & North Africa (excluding high income),MNA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.140828205
Middle East & North Africa (excluding high income),MNA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Middle East & North Africa (excluding high income),MNA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,39.73154376
Middle East & North Africa (IDA & IBRD countries),TMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.235869008
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 15-64, total",SP.POP.1564.TO,219142401
Middle East & North Africa (IDA & IBRD countries),TMN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.142269911
Middle East & North Africa (IDA & IBRD countries),TMN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,39.81906007
Middle income,MIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.921805972
Middle income,MIC,"Population ages 15-64, total",SP.POP.1564.TO,3466133967
Middle income,MIC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.172161381
Middle income,MIC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Middle income,MIC,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,60.1209647
North America,NAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.736478159
North America,NAC,"Population ages 15-64, total",SP.POP.1564.TO,231211911
North America,NAC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.569031504
North America,NAC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
North America,NAC,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,58.79234453
Not classified,INX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
Not classified,INX,"Population ages 15-64, total",SP.POP.1564.TO,..
Not classified,INX,Arable land (hectares per person),AG.LND.ARBL.HA.PC,..
Not classified,INX,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Not classified,INX,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
OECD members,OED,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.973991463
OECD members,OED,"Population ages 15-64, total",SP.POP.1564.TO,859129746
OECD members,OED,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.286777526
OECD members,OED,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
OECD members,OED,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,55.148219
Other small states,OSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.683475693
Other small states,OSS,"Population ages 15-64, total",SP.POP.1564.TO,16762334
Other small states,OSS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.156782012
Other small states,OSS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Other small states,OSS,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Pacific island small states,PSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.716568682
Pacific island small states,PSS,"Population ages 15-64, total",SP.POP.1564.TO,1384737
Pacific island small states,PSS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.060071647
Pacific island small states,PSS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Pacific island small states,PSS,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Post-demographic dividend,PST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.915285424
Post-demographic dividend,PST,"Population ages 15-64, total",SP.POP.1564.TO,719602383
Post-demographic dividend,PST,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.329702879
Post-demographic dividend,PST,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Post-demographic dividend,PST,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,55.83874257
Pre-demographic dividend,PRE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.462630357
Pre-demographic dividend,PRE,"Population ages 15-64, total",SP.POP.1564.TO,386410006
Pre-demographic dividend,PRE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.246887809
Pre-demographic dividend,PRE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Pre-demographic dividend,PRE,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Small states,SST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.119912306
Small states,SST,"Population ages 15-64, total",SP.POP.1564.TO,22873262
Small states,SST,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.140532635
Small states,SST,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Small states,SST,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.365786643
South Asia,SAS,"Population ages 15-64, total",SP.POP.1564.TO,1040893898
South Asia,SAS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.123734893
South Asia,SAS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
South Asia,SAS,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,53.06500442
South Asia (IDA & IBRD),TSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.365786643
South Asia (IDA & IBRD),TSA,"Population ages 15-64, total",SP.POP.1564.TO,1040893898
South Asia (IDA & IBRD),TSA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.123734893
South Asia (IDA & IBRD),TSA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
South Asia (IDA & IBRD),TSA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,53.06500442
Sub-Saharan Africa,SSF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.932878759
Sub-Saharan Africa,SSF,"Population ages 15-64, total",SP.POP.1564.TO,469646898
Sub-Saharan Africa,SSF,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.23768056
Sub-Saharan Africa,SSF,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Sub-Saharan Africa,SSF,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Sub-Saharan Africa (excluding high income),SSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.934042369
Sub-Saharan Africa (excluding high income),SSA,"Population ages 15-64, total",SP.POP.1564.TO,469584767
Sub-Saharan Africa (excluding high income),SSA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.237704051
Sub-Saharan Africa (excluding high income),SSA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Sub-Saharan Africa (excluding high income),SSA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.932878759
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population ages 15-64, total",SP.POP.1564.TO,469646898
Sub-Saharan Africa (IDA & IBRD countries),TSS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.23768056
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Upper middle income,UMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.308633528
Upper middle income,UMC,"Population ages 15-64, total",SP.POP.1564.TO,1798924779
Upper middle income,UMC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.196608788
Upper middle income,UMC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Upper middle income,UMC,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,65.02454253
World,WLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.527806993
World,WLD,"Population ages 15-64, total",SP.POP.1564.TO,4548788582
World,WLD,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.196550578
World,WLD,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
World,WLD,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,59.0560221
